Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT,BA,BTC=USD,DJI,EURUSD=X,GC=F,MSFT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01 00:00:00+00:00,108.40667724609375,,16804.69921875,1.262833595275879,1214.5999755859375,39.245365142822266,124.66999816894531,,16804.69921875,1.262833595275879,1214.5999755859375,45.900001525878906,127.37000274658203,,16804.69921875,1.2639987468719482,1217.800048828125,46.529998779296875,124.30999755859375,,16804.69921875,1.2585740089416504,1205.5,45.849998474121094,127.37000274658203,,16804.69921875,1.2629133462905884,1207.699951171875,46.27000045776367,5265200.0,,74420454.0,0.0,178.0,38088400.0
2014-10-02 00:00:00+00:00,107.97188568115234,,16801.099609375,1.2624191045761108,1214.199951171875,39.125675201416016,124.16999816894531,,16801.099609375,1.2624191045761108,1214.199951171875,45.7599983215332,125.55000305175781,,16801.099609375,1.2690500020980835,1219.5,46.099998474121094,123.83999633789062,,16801.099609375,1.2616099119186401,1210.300048828125,45.63999938964844,124.4000015258789,,16801.099609375,1.2624987363815308,1215.300048828125,45.83000183105469,3204500.0,,63612096.0,0.0,176.0,25119400.0
2014-10-03 00:00:00+00:00,109.87621307373047,,17009.69921875,1.2670577764511108,1192.199951171875,39.407833099365234,126.36000061035156,,17009.69921875,1.2670577764511108,1192.199951171875,46.09000015258789,126.87000274658203,,17009.69921875,1.266993522644043,1212.4000244140625,46.29999923706055,124.66000366210938,,17009.69921875,1.2501593828201294,1191.0,45.61000061035156,124.66000366210938,,17009.69921875,1.266993522644043,1212.4000244140625,45.97999954223633,3075900.0,,57516725.0,0.0,499.0,32453200.0
2014-10-06 00:00:00+00:00,109.78926086425781,,16991.900390625,1.2513607740402222,1206.699951171875,39.407833099365234,126.26000213623047,,16991.900390625,1.2513607740402222,1206.699951171875,46.09000015258789,127.19000244140625,,16991.900390625,1.2593204975128174,1208.0,46.29999923706055,125.37999725341797,,16991.900390625,1.2515017986297607,1182.800048828125,45.91999816894531,127.08999633789062,,16991.900390625,1.2515017986297607,1187.699951171875,46.119998931884766,2681000.0,,50078084.0,0.0,415.0,20604000.0
2014-10-07 00:00:00+00:00,107.23278045654297,,16719.400390625,1.264606237411499,1211.699951171875,38.92901611328125,123.31999969482422,,16719.400390625,1.264606237411499,1211.699951171875,45.529998779296875,125.5199966430664,,16719.400390625,1.266430377960205,1211.699951171875,45.93000030517578,123.29000091552734,,16719.400390625,1.258469581604004,1205.300048828125,45.41999816894531,125.5199966430664,,16719.400390625,1.2643983364105225,1209.0999755859375,45.86000061035156,3554900.0,,64145376.0,0.0,272.0,25723700.0
2014-10-08 00:00:00+00:00,108.67623901367188,,16994.19921875,1.266800880432129,1205.300048828125,39.99778366088867,124.9800033569336,,16994.19921875,1.266800880432129,1205.300048828125,46.779998779296875,125.08999633789062,,16994.19921875,1.2690999507904053,1217.9000244140625,46.88999938964844,122.1500015258789,,16994.19921875,1.2624493837356567,1205.300048828125,45.34000015258789,123.47000122070312,,16994.19921875,1.266800880432129,1210.199951171875,45.47999954223633,3610300.0,,74057007.0,0.0,9.0,33031000.0
2014-10-09 00:00:00+00:00,106.7458267211914,,16659.19921875,1.2743074893951416,1224.5999755859375,39.2026252746582,122.76000213623047,,16659.19921875,1.2743074893951416,1224.5999755859375,45.849998474121094,124.75,,16659.19921875,1.2793008089065552,1229.0,46.79999923706055,122.30999755859375,,16659.19921875,1.2677806615829468,1223.9000244140625,45.7400016784668,124.72000122070312,,16659.19921875,1.2738852500915527,1223.9000244140625,46.5,4874700.0,,69099935.0,0.0,19.0,34422800.0
2014-10-10 00:00:00+00:00,105.65019989013672,,16544.099609375,1.2689067125320435,1221.0,37.6464958190918,121.5,,16544.099609375,1.2689067125320435,1221.0,44.029998779296875,123.36000061035156,,16544.099609375,1.2716013193130493,1223.5,46.119998931884766,121.5,,16544.099609375,1.2610498666763306,1217.0,43.95000076293945,122.87000274658203,,16544.099609375,1.2689067125320435,1223.5,45.599998474121094,4214200.0,,101708266.0,0.0,186.0,51978100.0
